Q,R,Elevation,Temperature,Moisture,Biome
-22,-20,0.023,0.591,0.374,Ocean
-22,-19,0.219,0.609,0.391,Ocean
-22,-18,0.340,0.624,0.410,Ocean
-22,-17,0.001,0.631,0.431,Ocean
-22,-16,0.693,0.629,0.448,Ocean
-22,-15,0.129,0.620,0.456,Ocean
-22,-14,1.035,0.611,0.450,Ocean
-22,-13,1.283,0.608,0.428,Ocean
-22,-12,1.527,0.586,0.391,Coast
-22,-11,1.673,0.572,0.341,Grassland
-22,-10,0.155,0.666,0.283,Ocean
-22,-9,2.326,0.494,0.223,Grassland
-22,-8,0.109,0.754,0.167,Ocean
-22,-7,1.332,0.801,0.123,Ocean
-22,-6,1.972,0.713,0.096,Desert
-22,-5,0.712,0.886,0.089,Ocean
-22,-4,0.000,0.927,0.100,Ocean
-22,-3,1.914,0.852,0.129,Desert
-22,-2,2.111,0.836,0.169,Desert
-22,-1,2.619,0.719,0.215,Mountain
-22,0,3.381,0.543,0.266,Mountain
-22,1,3.328,0.555,0.315,Mountain
-22,2,0.354,1.000,0.356,Ocean
-22,3,0.017,0.967,0.384,Ocean
-22,4,2.800,0.590,0.400,Mountain
-22,5,2.707,0.559,0.405,Mountain
-22,6,2.449,0.575,0.400,Grassland
-22,7,2.259,0.586,0.390,Grassland
-22,8,2.402,0.531,0.377,Grassland
-22,9,1.022,0.748,0.365,Ocean
-22,10,2.435,0.499,0.359,Grassland
-22,11,0.000,0.731,0.363,Ocean
-22,12,0.098,0.725,0.383,Ocean
-22,13,2.971,0.355,0.421,IceCap
-22,14,3.095,0.314,0.478,IceCap
-22,15,1.799,0.594,0.551,Forest
-22,16,2.656,0.372,0.632,IceCap
-22,17,2.376,0.406,0.712,Forest
-22,18,2.604,0.321,0.787,IceCap
-22,19,2.256,0.367,0.855,Forest
-22,20,2.336,0.316,0.907,Taiga
-22,21,0.000,0.502,0.939,Ocean
-22,22,3.590,0.000,0.946,IceCap
-22,23,3.068,0.059,0.931,IceCap
-22,24,3.395,0.000,0.898,IceCap
-22,25,3.631,0.000,0.854,IceCap
-22,26,2.950,0.000,0.807,IceCap
-22,27,2.850,0.000,0.764,IceCap
-22,28,2.712,0.000,0.730,IceCap
-22,29,0.000,0.255,0.704,Ocean
-22,30,3.336,0.000,0.684,IceCap
-22,31,4.151,0.000,0.667,IceCap
-22,32,3.954,0.000,0.646,IceCap
-22,33,3.065,0.000,0.623,IceCap
-22,34,2.867,0.000,0.601,IceCap
-22,35,2.735,0.000,0.585,IceCap
-22,36,3.098,0.000,0.578,IceCap
-22,37,2.576,0.000,0.581,Taiga
-22,38,1.650,0.249,0.590,IceCap
-22,39,1.705,0.185,0.604,Taiga
-22,40,1.466,0.249,0.620,Tundra
-22,41,1.126,0.271,0.633,Ocean
-22,42,0.691,0.272,0.639,Ocean
-22,43,0.390,0.265,0.635,Ocean
-22,44,1.650,0.248,0.616,IceCap
-22,45,1.650,0.221,0.584,IceCap
-22,46,1.650,0.186,0.540,IceCap
-22,47,1.650,0.147,0.485,IceCap
-22,48,1.650,0.105,0.425,IceCap
-22,49,1.650,0.060,0.362,IceCap
-22,50,1.650,0.013,0.304,IceCap
-21,-29,0.000,0.483,0.528,Ocean
-21,-28,0.000,0.505,0.493,Ocean
-21,-27,0.001,0.519,0.452,Ocean
-21,-26,0.008,0.529,0.408,Ocean
-21,-25,0.025,0.538,0.369,Ocean
-21,-24,0.000,0.548,0.337,Ocean
-21,-23,0.058,0.561,0.316,Ocean
-21,-22,0.000,0.575,0.306,Ocean
-21,-21,0.036,0.588,0.308,Ocean
-21,-20,0.142,0.602,0.318,Ocean
-21,-19,0.218,0.613,0.335,Ocean
-21,-18,0.341,0.622,0.355,Ocean
-21,-17,0.511,0.624,0.376,Ocean
-21,-16,0.704,0.619,0.393,Ocean
-21,-15,0.027,0.610,0.400,Ocean
-21,-14,0.752,0.603,0.391,Ocean
-21,-13,1.501,0.579,0.366,Coast
-21,-12,0.000,0.612,0.325,Ocean
-21,-11,2.099,0.472,0.271,Grassland
-21,-10,2.162,0.490,0.211,Grassland
-21,-9,2.135,0.538,0.152,Grassland
-21,-8,0.293,0.754,0.100,Ocean
-21,-7,1.932,0.678,0.063,Desert
-21,-6,0.437,0.845,0.046,Ocean
-21,-5,0.200,0.886,0.051,Ocean
-21,-4,1.859,0.821,0.076,Desert
-21,-3,1.989,0.833,0.117,Desert
-21,-2,2.226,0.810,0.168,Desert
-21,-1,2.702,0.699,0.224,Mountain
-21,0,3.917,0.419,0.283,Mountain
-21,1,3.184,0.588,0.341,Mountain
-21,2,0.312,0.999,0.390,Ocean
-21,3,3.114,0.556,0.426,Mountain
-21,4,3.303,0.462,0.449,Mountain
-21,5,2.708,0.554,0.459,Mountain
-21,6,2.475,0.571,0.458,Forest
-21,7,2.230,0.602,0.448,Grassland
-21,8,2.251,0.582,0.435,Grassland
-21,9,2.503,0.513,0.422,Grassland
-21,10,2.580,0.487,0.417,Grassland
-21,11,2.621,0.470,0.425,Mountain
-21,12,0.284,0.743,0.451,Ocean
-21,13,1.758,0.648,0.497,Forest
-21,14,2.425,0.475,0.558,Forest
-21,15,2.757,0.375,0.631,IceCap
-21,16,2.445,0.418,0.708,Forest
-21,17,0.295,0.626,0.778,Ocean
-21,18,1.474,0.574,0.838,Coast
-21,19,2.250,0.361,0.885,Forest
-21,20,0.658,0.525,0.914,Ocean
-21,21,3.084,0.108,0.921,IceCap
-21,22,2.805,0.146,0.906,IceCap
-21,23,0.248,0.442,0.873,Ocean
-21,24,2.988,0.043,0.829,IceCap
-21,25,3.540,0.000,0.781,IceCap
-21,26,3.203,0.000,0.736,IceCap
-21,27,2.639,0.025,0.700,IceCap
-21,28,1.607,0.242,0.673,Tundra
-21,29,0.000,0.279,0.655,Ocean
-21,30,3.080,0.000,0.640,IceCap
-21,31,1.709,0.209,0.624,Taiga
-21,32,3.319,0.000,0.603,IceCap
-21,33,3.005,0.000,0.578,IceCap
-21,34,1.342,0.288,0.553,Ocean
-21,35,1.019,0.281,0.536,Ocean
-21,36,3.054,0.000,0.529,IceCap
-21,37,3.142,0.000,0.532,IceCap
-21,38,2.018,0.132,0.544,Taiga
-21,39,0.039,0.282,0.562,Ocean
-21,40,0.000,0.291,0.579,Ocean
-21,41,0.805,0.297,0.592,Ocean
-21,42,0.577,0.294,0.596,Ocean
-21,43,0.064,0.282,0.588,Ocean
-21,44,0.208,0.259,0.567,Ocean
-21,45,1.650,0.226,0.532,IceCap
-21,46,1.650,0.186,0.486,IceCap
-21,47,1.650,0.141,0.432,IceCap
-21,48,1.650,0.094,0.374,IceCap
-21,49,1.650,0.047,0.318,IceCap
-21,50,1.650,0.000,0.268,IceCap
-20,-30,0.000,0.455,0.549,Ocean
-20,-29,0.000,0.483,0.514,Ocean
-20,-28,0.001,0.504,0.467,Ocean
-20,-27,0.010,0.520,0.416,Ocean
-20,-26,0.030,0.535,0.364,Ocean
-20,-25,0.039,0.549,0.319,Ocean
-20,-24,0.067,0.565,0.284,Ocean
-20,-23,0.071,0.579,0.260,Ocean
-20,-22,0.000,0.592,0.250,Ocean
-20,-21,0.101,0.603,0.252,Ocean
-20,-20,0.161,0.610,0.264,Ocean
-20,-19,0.261,0.616,0.282,Ocean
-20,-18,0.419,0.621,0.304,Ocean
-20,-17,0.632,0.620,0.325,Ocean
-20,-16,0.892,0.614,0.341,Ocean
-20,-15,1.244,0.606,0.346,Ocean
-20,-14,0.002,0.600,0.335,Ocean
-20,-13,1.852,0.497,0.305,Grassland
-20,-12,2.180,0.432,0.260,Grassland
-20,-11,2.156,0.460,0.204,Grassland
-20,-10,0.247,0.669,0.144,Ocean
-20,-9,1.709,0.639,0.087,Grassland
-20,-8,1.914,0.638,0.042,Grassland
-20,-7,1.881,0.691,0.015,Desert
-20,-6,1.860,0.739,0.010,Desert
-20,-5,1.956,0.758,0.029,Desert
-20,-4,1.502,0.903,0.068,Coast
-20,-3,1.731,0.891,0.122,Desert
-20,-2,0.037,1.000,0.185,Ocean
-20,-1,3.281,0.566,0.250,Mountain
-20,0,3.419,0.534,0.316,Mountain
-20,1,3.136,0.599,0.381,Mountain
-20,2,0.875,0.988,0.436,Ocean
-20,3,3.435,0.474,0.478,Mountain
-20,4,2.552,0.634,0.504,Forest
-20,5,2.165,0.684,0.516,Savanna
-20,6,1.986,0.696,0.515,Savanna
-20,7,0.003,0.811,0.505,Ocean
-20,8,2.167,0.622,0.492,Forest
-20,9,2.471,0.543,0.484,Forest
-20,10,2.456,0.538,0.486,Forest
-20,11,2.802,0.449,0.503,Mountain
-20,12,0.280,0.760,0.537,Ocean
-20,13,2.290,0.538,0.586,Forest
-20,14,2.354,0.501,0.646,Forest
-20,15,2.995,0.326,0.713,IceCap
-20,16,2.595,0.387,0.777,Forest
-20,17,2.915,0.278,0.830,IceCap
-20,18,2.438,0.353,0.869,Forest
-20,19,1.793,0.468,0.891,Forest
-20,20,2.629,0.244,0.893,IceCap
-20,21,2.718,0.197,0.874,IceCap
-20,22,0.239,0.476,0.839,Ocean
-20,23,1.595,0.403,0.791,Coast
-20,24,2.712,0.114,0.740,IceCap
-20,25,2.749,0.073,0.692,IceCap
-20,26,2.962,0.000,0.653,IceCap
-20,27,2.539,0.066,0.625,Taiga
-20,28,2.494,0.059,0.608,Taiga
-20,29,2.607,0.026,0.597,IceCap
-20,30,2.731,0.000,0.588,IceCap
-20,31,2.662,0.017,0.573,IceCap
-20,32,3.442,0.000,0.552,IceCap
-20,33,0.350,0.315,0.525,Ocean
-20,34,3.517,0.000,0.499,IceCap
-20,35,1.422,0.300,0.482,Tundra
-20,36,2.819,0.000,0.476,IceCap
-20,37,2.657,0.009,0.481,IceCap
-20,38,1.756,0.222,0.494,Tundra
-20,39,1.742,0.233,0.510,Taiga
-20,40,0.275,0.318,0.525,Ocean
-20,41,0.842,0.319,0.536,Ocean
-20,42,0.541,0.310,0.537,Ocean
-20,43,0.239,0.290,0.526,Ocean
-20,44,0.197,0.260,0.504,Ocean
-20,45,1.650,0.221,0.469,IceCap
-20,46,1.650,0.176,0.425,IceCap
-20,47,1.650,0.127,0.376,IceCap
-20,48,1.650,0.078,0.326,IceCap
-20,49,1.650,0.029,0.279,IceCap
-20,50,1.650,0.000,0.241,IceCap
-19,-31,0.000,0.417,0.564,Ocean
-19,-30,0.000,0.449,0.531,Ocean
-19,-29,0.001,0.476,0.484,Ocean
-19,-28,0.000,0.498,0.428,Ocean
-19,-27,0.021,0.519,0.369,Ocean
-19,-26,0.005,0.540,0.312,Ocean
-19,-25,0.081,0.561,0.264,Ocean
-19,-24,0.082,0.581,0.228,Ocean
-19,-23,0.079,0.597,0.205,Ocean
-19,-22,0.090,0.608,0.197,Ocean
-19,-21,0.142,0.614,0.202,Ocean
-19,-20,0.244,0.617,0.217,Ocean
-19,-19,0.020,0.619,0.238,Ocean
-19,-18,0.627,0.620,0.261,Ocean
-19,-17,0.917,0.618,0.283,Ocean
-19,-16,0.141,0.612,0.298,Ocean
-19,-15,0.000,0.605,0.300,Ocean
-19,-14,1.959,0.471,0.285,Grassland
-19,-13,2.119,0.436,0.251,Grassland
-19,-12,2.315,0.404,0.203,Grassland
-19,-11,0.000,0.641,0.145,Ocean
-19,-10,2.026,0.531,0.086,Grassland
-19,-9,1.916,0.598,0.034,Grassland
-19,-8,1.851,0.657,0.000,Desert
-19,-7,1.609,0.756,0.000,Coast
-19,-6,1.095,0.846,0.000,Ocean
-19,-5,1.474,0.869,0.026,Coast
-19,-4,2.198,0.742,0.079,Desert
-19,-3,2.798,0.644,0.145,Mountain
-19,-2,0.000,1.000,0.217,Ocean
-19,-1,3.806,0.445,0.290,Mountain
-19,0,3.509,0.513,0.362,Mountain
-19,1,3.453,0.526,0.431,Mountain
-19,2,1.556,0.948,0.489,Coast
-19,3,2.493,0.693,0.533,Savanna
-19,4,0.006,0.907,0.560,Ocean
-19,5,1.881,0.763,0.572,Savanna
-19,6,1.813,0.754,0.572,Savanna
-19,7,1.920,0.712,0.567,Savanna
-19,8,0.909,0.822,0.562,Ocean
-19,9,2.654,0.524,0.563,Mountain
-19,10,2.749,0.493,0.575,Mountain
-19,11,2.543,0.530,0.599,Forest
-19,12,0.266,0.779,0.635,Ocean
-19,13,2.312,0.549,0.680,Forest
-19,14,2.653,0.446,0.732,Mountain
-19,15,2.917,0.356,0.784,IceCap
-19,16,1.623,0.622,0.830,Coast
-19,17,3.057,0.256,0.860,IceCap
-19,18,2.508,0.348,0.873,Taiga
-19,19,2.551,0.305,0.867,Taiga
-19,20,2.936,0.186,0.842,IceCap
-19,21,2.646,0.226,0.801,IceCap
-19,22,2.801,0.165,0.749,IceCap
-19,23,0.002,0.461,0.892,Ocean
-19,24,2.587,0.156,0.639,Taiga
-19,25,0.193,0.398,0.796,Ocean
-19,26,2.481,0.120,0.565,Taiga
-19,27,2.644,0.059,0.548,IceCap
-19,28,2.409,0.099,0.540,Taiga
-19,29,2.404,0.095,0.536,Taiga
-19,30,2.566,0.058,0.530,Taiga
-19,31,3.320,0.000,0.518,IceCap
-19,32,0.286,0.335,0.496,Ocean
-19,33,0.000,0.338,0.469,Ocean
-19,34,3.100,0.000,0.444,IceCap
-19,35,1.467,0.317,0.426,Coast
-19,36,3.193,0.000,0.419,IceCap
-19,37,0.068,0.330,0.421,Ocean
-19,38,0.203,0.333,0.431,Ocean
-19,39,2.008,0.198,0.445,Tundra
-19,40,0.312,0.339,0.459,Ocean
-19,41,0.912,0.332,0.467,Ocean
-19,42,0.589,0.316,0.467,Ocean
-19,43,0.365,0.289,0.457,Ocean
-19,44,0.162,0.252,0.435,Ocean
-19,45,1.650,0.208,0.405,IceCap
-19,46,1.650,0.160,0.367,IceCap
-19,47,1.650,0.110,0.326,IceCap
-19,48,1.650,0.060,0.287,IceCap
-19,49,1.650,0.012,0.253,IceCap
-19,50,1.650,0.000,0.229,IceCap
-18,-32,0.000,0.372,0.569,Ocean
-18,-31,0.000,0.405,0.542,Ocean
-18,-30,0.000,0.435,0.498,Ocean
-18,-29,0.006,0.462,0.441,Ocean
-18,-28,0.023,0.489,0.378,Ocean
-18,-27,0.058,0.517,0.315,Ocean
-18,-26,0.091,0.545,0.257,Ocean
-18,-25,0.093,0.573,0.209,Ocean
-18,-24,0.090,0.596,0.175,Ocean
-18,-23,0.097,0.612,0.157,Ocean
-18,-22,0.001,0.621,0.155,Ocean
-18,-21,0.259,0.623,0.165,Ocean
-18,-20,0.437,0.621,0.184,Ocean
-18,-19,0.674,0.620,0.208,Ocean
-18,-18,0.537,0.619,0.233,Ocean
-18,-17,1.454,0.605,0.254,Coast
-18,-16,1.747,0.532,0.268,Grassland
-18,-15,1.885,0.494,0.266,Grassland
-18,-14,2.036,0.458,0.247,Grassland
-18,-13,2.341,0.394,0.209,Grassland
-18,-12,2.125,0.460,0.157,Grassland
-18,-11,2.014,0.513,0.099,Grassland
-18,-10,1.979,0.555,0.042,Grassland
-18,-9,0.413,0.727,0.000,Ocean
-18,-8,1.515,0.740,0.000,Coast
-18,-7,0.000,0.806,0.000,Ocean
-18,-6,1.617,0.796,0.000,Coast
-18,-5,1.573,0.846,0.041,Coast
-18,-4,1.760,0.843,0.106,Desert
-18,-3,0.004,0.965,0.183,Ocean
-18,-2,3.104,0.607,0.262,Mountain
-18,-1,3.164,0.593,0.339,Mountain
-18,0,3.659,0.479,0.414,Mountain
-18,1,3.555,0.503,0.485,Mountain
-18,2,2.610,0.708,0.545,Mountain
-18,3,2.129,0.785,0.589,Savanna
-18,4,1.881,0.810,0.617,Savanna
-18,5,1.836,0.792,0.633,Savanna
-18,6,1.910,0.753,0.640,Savanna
-18,7,2.143,0.684,0.644,Savanna
-18,8,2.646,0.558,0.649,Mountain
-18,9,2.762,0.522,0.660,Mountain
-18,10,0.629,0.827,0.677,Ocean
-18,11,2.447,0.573,0.703,Forest
-18,12,0.216,0.799,0.735,Ocean
-18,13,0.000,0.778,0.970,Ocean
-18,14,3.275,0.320,0.806,IceCap
-18,15,2.797,0.401,0.838,Mountain
-18,16,0.031,0.691,0.859,Ocean
-18,17,2.733,0.349,0.863,IceCap
-18,18,1.098,0.623,1.000,Ocean
-18,19,3.326,0.145,0.815,IceCap
-18,20,2.847,0.226,0.767,IceCap
-18,21,3.158,0.126,0.708,IceCap
-18,22,3.021,0.131,0.645,IceCap
-18,23,1.473,0.459,0.585,Coast
-18,24,2.418,0.209,0.536,Taiga
-18,25,0.000,0.411,0.500,Ocean
-18,26,1.245,0.383,0.480,Ocean
-18,27,0.000,0.361,0.473,Ocean
-18,28,0.151,0.348,0.474,Ocean
-18,29,2.242,0.148,0.476,Tundra
-18,30,2.671,0.051,0.473,IceCap
-18,31,2.530,0.090,0.461,Tundra
-18,32,0.093,0.359,0.440,Ocean
-18,33,2.726,0.059,0.412,IceCap
-18,34,2.018,0.225,0.384,Tundra
-18,35,0.937,0.364,0.362,Ocean
-18,36,2.796,0.038,0.351,IceCap
-18,37,0.028,0.358,0.351,Ocean
-18,38,0.250,0.358,0.359,Ocean
-18,39,1.734,0.278,0.372,Tundra
-18,40,0.222,0.349,0.385,Ocean
-18,41,0.679,0.334,0.394,Ocean
-18,42,0.446,0.310,0.395,Ocean
-18,43,0.294,0.277,0.387,Ocean
-18,44,1.650,0.236,0.370,IceCap
-18,45,1.650,0.190,0.346,IceCap
-18,46,1.650,0.142,0.318,IceCap
-18,47,1.650,0.093,0.289,IceCap
-18,48,1.650,0.045,0.263,IceCap
-18,49,1.650,0.000,0.244,IceCap
-18,50,1.650,0.000,0.235,IceCap
-17,-33,0.000,0.322,0.563,Ocean
-17,-32,0.000,0.356,0.540,Ocean
-17,-31,0.000,0.387,0.502,Ocean
-17,-30,0.002,0.417,0.450,Ocean
-17,-29,0.000,0.447,0.389,Ocean
-17,-28,0.041,0.481,0.323,Ocean
-17,-27,0.007,0.516,0.260,Ocean
-17,-26,0.095,0.552,0.205,Ocean
-17,-25,0.019,0.584,0.163,Ocean
-17,-24,0.105,0.609,0.137,Ocean
-17,-23,0.150,0.624,0.127,Ocean
-17,-22,0.273,0.629,0.132,Ocean
-17,-21,0.482,0.627,0.148,Ocean
-17,-20,0.740,0.623,0.171,Ocean
-17,-19,1.127,0.620,0.197,Ocean
-17,-18,1.539,0.587,0.221,Coast
-17,-17,1.709,0.547,0.241,Grassland
-17,-16,1.837,0.515,0.252,Grassland
-17,-15,1.980,0.482,0.247,Grassland
-17,-14,2.228,0.428,0.222,Grassland
-17,-13,2.203,0.445,0.180,Grassland
-17,-12,1.978,0.516,0.126,Grassland
-17,-11,0.016,0.675,0.068,Ocean
-17,-10,1.816,0.609,0.015,Grassland
-17,-9,1.509,0.713,0.000,Coast
-17,-8,1.180,0.773,0.000,Ocean
-17,-7,1.461,0.795,0.000,Coast
-17,-6,0.007,0.846,0.010,Ocean
-17,-5,2.072,0.731,0.071,Desert
-17,-4,2.207,0.740,0.147,Desert
-17,-3,1.540,0.932,0.231,Coast
-17,-2,1.192,0.999,0.314,Ocean
-17,-1,2.981,0.635,0.394,Mountain
-17,0,3.414,0.535,0.470,Mountain
-17,1,0.005,1.000,0.541,Ocean
-17,2,2.270,0.795,0.602,Savanna
-17,3,1.991,0.831,0.649,Savanna
-17,4,1.950,0.812,0.683,TropicalRainforest
-17,5,1.246,0.914,0.707,Ocean
-17,6,2.354,0.673,0.723,TropicalRainforest
-17,7,2.721,0.573,0.737,Mountain
-17,8,3.120,0.470,0.750,Mountain
-17,9,3.080,0.470,0.766,Mountain
-17,10,0.264,0.847,0.785,Ocean
-17,11,2.653,0.545,0.805,Mountain
-17,12,3.069,0.432,0.826,Mountain
-17,13,2.832,0.466,0.845,Mountain
-17,14,2.992,0.404,0.859,Mountain
-17,15,3.332,0.298,0.865,IceCap
-17,16,2.679,0.418,0.860,Mountain
-17,17,2.638,0.395,0.837,IceCap
-17,18,3.157,0.242,0.796,IceCap
-17,19,3.018,0.240,0.741,IceCap
-17,20,3.162,0.175,0.674,IceCap
-17,21,2.849,0.217,0.604,IceCap
-17,22,0.000,0.522,0.537,Ocean
-17,23,2.648,0.201,0.480,IceCap
-17,24,2.166,0.277,0.438,Tundra
-17,25,1.945,0.295,0.413,Tundra
-17,26,1.927,0.270,0.404,Tundra
-17,27,2.010,0.230,0.406,Tundra
-17,28,0.317,0.359,0.413,Ocean
-17,29,2.212,0.169,0.418,Tundra
-17,30,2.287,0.158,0.417,Tundra
-17,31,0.006,0.374,0.404,Ocean
-17,32,2.575,0.116,0.380,Tundra
-17,33,3.620,0.000,0.347,IceCap
-17,34,2.057,0.246,0.314,Tundra
-17,35,3.180,0.000,0.290,IceCap
-17,36,2.767,0.070,0.277,IceCap
-17,37,1.933,0.255,0.276,Tundra
-17,38,0.285,0.371,0.285,Ocean
-17,39,1.501,0.337,0.299,Coast
-17,40,0.265,0.346,0.314,Ocean
-17,41,0.484,0.324,0.325,Ocean
-17,42,0.336,0.295,0.330,Ocean
-17,43,0.262,0.259,0.327,Ocean
-17,44,1.650,0.217,0.317,IceCap
-17,45,1.650,0.172,0.302,IceCap
-17,46,1.650,0.126,0.285,IceCap
-17,47,1.650,0.080,0.269,IceCap
-17,48,1.650,0.036,0.257,IceCap
-17,49,1.650,0.000,0.253,IceCap
-17,50,1.650,0.000,0.257,IceCap
-16,-34,0.000,0.265,0.547,Ocean
-16,-33,0.000,0.304,0.526,Ocean
-16,-32,0.000,0.336,0.495,Ocean
-16,-31,0.003,0.367,0.450,Ocean
-16,-30,0.013,0.399,0.395,Ocean
-16,-29,0.033,0.435,0.333,Ocean
-16,-28,0.066,0.476,0.271,Ocean
-16,-27,0.088,0.519,0.214,Ocean
-16,-26,0.100,0.561,0.169,Ocean
-16,-25,0.110,0.596,0.137,Ocean
-16,-24,0.150,0.621,0.121,Ocean
-16,-23,0.264,0.633,0.121,Ocean
-16,-22,0.386,0.634,0.133,Ocean
-16,-21,0.782,0.629,0.154,Ocean
-16,-20,1.218,0.623,0.179,Ocean
-16,-19,1.514,0.594,0.206,Coast
-16,-18,0.748,0.623,0.229,Ocean
-16,-17,0.172,0.627,0.246,Ocean
-16,-16,1.968,0.499,0.253,Grassland
-16,-15,0.738,0.636,0.242,Ocean
-16,-14,0.416,0.645,0.212,Ocean
-16,-13,2.025,0.514,0.166,Grassland
-16,-12,1.890,0.564,0.109,Grassland
-16,-11,1.899,0.584,0.052,Grassland
-16,-10,1.619,0.673,0.004,Coast
-16,-9,1.454,0.738,0.000,Coast
-16,-8,1.426,0.773,0.000,Coast
-16,-7,1.583,0.769,0.000,Coast
-16,-6,1.862,0.740,0.042,Desert
-16,-5,2.039,0.739,0.112,Desert
-16,-4,2.610,0.647,0.195,Mountain
-16,-3,0.945,0.964,0.283,Ocean
-16,-2,3.130,0.600,0.370,Mountain
-16,-1,3.443,0.528,0.450,Mountain
-16,0,3.424,0.533,0.527,Mountain
-16,1,2.521,0.741,0.601,Savanna
-16,2,0.000,1.000,0.666,Ocean
-16,3,2.122,0.816,0.720,TropicalRainforest
-16,4,0.089,0.957,0.761,Ocean
-16,5,2.084,0.776,0.793,TropicalRainforest
-16,6,2.365,0.691,0.817,TropicalRainforest
-16,7,2.318,0.685,0.837,TropicalRainforest
-16,8,3.513,0.397,0.855,IceCap
-16,9,0.616,0.874,0.871,Ocean
-16,10,1.696,0.794,0.885,TropicalRainforest
-16,11,2.954,0.490,0.895,Mountain
-16,12,3.095,0.440,0.899,Mountain
-16,13,3.076,0.426,0.896,Mountain
-16,14,2.916,0.440,0.885,Mountain
-16,15,2.166,0.589,1.000,Forest
-16,16,2.514,0.480,1.000,Forest
-16,17,2.943,0.350,0.785,IceCap
-16,18,3.202,0.257,0.723,IceCap
-16,19,0.001,0.637,0.651,Ocean
-16,20,3.235,0.179,0.575,IceCap
-16,21,2.555,0.301,0.500,Taiga
-16,22,2.532,0.272,0.436,Tundra
-16,23,1.631,0.444,0.386,Coast
-16,24,1.355,0.460,0.355,Ocean
-16,25,0.020,0.425,0.340,Ocean
-16,26,0.002,0.397,0.340,Ocean
-16,27,1.683,0.313,0.347,Tundra
-16,28,0.196,0.370,0.356,Ocean
-16,29,2.098,0.211,0.361,Tundra
-16,30,1.838,0.283,0.357,Tundra
-16,31,2.183,0.219,0.340,Tundra
-16,32,3.148,0.012,0.311,IceCap
-16,33,3.352,0.000,0.274,IceCap
-16,34,3.286,0.000,0.239,IceCap
-16,35,2.521,0.155,0.215,Tundra
-16,36,1.765,0.316,0.204,Tundra
-16,37,1.901,0.270,0.206,Tundra
-16,38,0.000,0.370,0.218,Ocean
-16,39,0.978,0.352,0.235,Ocean
-16,40,0.088,0.331,0.254,Ocean
-16,41,0.408,0.305,0.269,Ocean
-16,42,0.291,0.273,0.279,Ocean
-16,43,1.650,0.238,0.283,IceCap
-16,44,1.650,0.198,0.281,IceCap
-16,45,1.650,0.157,0.276,IceCap
-16,46,1.650,0.115,0.271,IceCap
-16,47,1.650,0.074,0.268,IceCap
-16,48,1.650,0.033,0.270,IceCap
-16,49,1.650,0.000,0.279,IceCap
-16,50,1.650,0.000,0.294,IceCap
-15,-35,1.650,0.204,0.525,IceCap
-15,-34,1.650,0.246,0.503,IceCap
-15,-33,0.000,0.284,0.475,Ocean
-15,-32,0.002,0.317,0.440,Ocean
-15,-31,0.013,0.350,0.395,Ocean
-15,-30,0.029,0.387,0.343,Ocean
-15,-29,0.057,0.430,0.288,Ocean
-15,-28,0.079,0.478,0.235,Ocean
-15,-27,0.101,0.527,0.190,Ocean
-15,-26,0.085,0.572,0.156,Ocean
-15,-25,0.152,0.608,0.137,Ocean
-15,-24,0.247,0.630,0.133,Ocean
-15,-23,0.440,0.639,0.141,Ocean
-15,-22,0.776,0.638,0.160,Ocean
-15,-21,0.000,0.631,0.184,Ocean
-15,-20,1.664,0.565,0.210,Grassland
-15,-19,1.909,0.509,0.235,Grassland
-15,-18,0.108,0.634,0.255,Ocean
-15,-17,2.058,0.491,0.267,Grassland
-15,-16,2.035,0.507,0.268,Grassland
-15,-15,1.250,0.665,0.251,Ocean
-15,-14,0.020,0.677,0.215,Ocean
-15,-13,1.933,0.568,0.164,Grassland
-15,-12,1.863,0.600,0.106,Grassland
-15,-11,0.784,0.724,0.051,Ocean
-15,-10,0.855,0.742,0.008,Ocean
-15,-9,1.623,0.710,0.000,Coast
-15,-8,1.606,0.737,0.000,Coast
-15,-7,0.006,0.812,0.024,Ocean
-15,-6,1.810,0.752,0.082,Desert
-15,-5,2.062,0.733,0.159,Desert
-15,-4,2.534,0.664,0.247,Desert
-15,-3,1.383,0.965,0.338,Ocean
-15,-2,2.561,0.732,0.426,Savanna
-15,-1,2.906,0.653,0.510,Mountain
-15,0,2.851,0.665,0.591,Mountain
-15,1,2.233,0.808,0.670,TropicalRainforest
-15,2,2.146,0.828,0.740,TropicalRainforest
-15,3,1.985,0.863,0.799,TropicalRainforest
-15,4,1.987,0.839,0.846,TropicalRainforest
-15,5,2.175,0.772,0.883,TropicalRainforest
-15,6,2.397,0.699,0.912,TropicalRainforest
-15,7,2.731,0.603,0.935,Mountain
-15,8,3.593,0.390,0.953,IceCap
-15,9,3.059,0.500,0.964,Mountain
-15,10,2.761,0.556,0.967,Mountain
-15,11,2.822,0.528,0.961,Mountain
-15,12,1.985,0.706,0.945,TropicalRainforest
-15,13,2.507,0.570,0.918,Forest
-15,14,2.366,0.584,0.881,Forest
-15,15,1.946,0.660,1.000,TropicalRainforest
-15,16,2.682,0.465,0.781,Mountain
-15,17,3.505,0.244,0.715,IceCap
-15,18,2.983,0.329,0.639,IceCap
-15,19,3.665,0.133,0.557,IceCap
-15,20,2.715,0.313,0.478,IceCap
-15,21,2.539,0.314,0.407,Tundra
-15,22,1.375,0.539,0.350,Ocean
